token,frequency,example_sentence,canonical_form,meaning
cvt,6,"Berikut adalah senarai hadiah-hadiah luar biasa yang Watsons ada untuk para pemenang Peraduan ""Rahsia Gaya Raya"" Hadiah Utama: Sebuah Perodua Myvi 1.3G CVT Sebuah Proton Bezza 1.0GX/AQ1GZ2 Hadiah pertama: 5 Pemenang X Baucar Poh Kong Diamond & Baucar baucar Diamond and Gems bernilai RM500 10 Pemenang X Baucar Poh Kong Diamond atau Tranz Jewellery atau baucar jenama bernilai RM200 40 Pemenang X Baucar Poh Kong Bernilai RM500 ( baucar Diamond and Gems bernilai RM 300 dan baucar jenama bernilai RM 200) Hadiah Saguhati: 10 Pemenang X e-Baucar Watsons bernilai RM 1000 30 Pemenang X e-Baucar Watsons bernilai RM500 100 Pemenang X e-Baucar Watsons bernilai RM200 Belanja minima RM80 dan keatas untuk peluang menang baucar tunai bernilai RM8 atau Belanja minima RM150 untuk peluang menang baucar dalam talian bernilai RM18. Sertai Peraduan ""Rahsia Gaya Raya"" sekarang!",,
alha,6,Anugerah Juara Lagu 37 (AJL 37) yang didimensikan oleh Alha Alfa Cosmetics pada malam 12 Februari lalu berlangsung penuh meriah dengan 5.4 juta capaian tontonan di TV3 dan 1.75 juta capaian di platform digital.,,
dsss,6,"Ada yang mengamalkan diet IF, Atkin, DSSS, diet tanpa nasi malah ada yang mengambil produk kesihatan untuk menurunkan berat badan.",,
mais,6,"Baca juga: MAIS Tak Iktiraf Pernikahan Di Thailand Kalau Tak Daftar Di Jabatan Agama BERMULA 16 JANUARI INI PEPERIKSAAN STAM 2022 AKAN DIJALANKAN ""KPM ingin mengingatkan semua calon peperiksaan STAM tahun 2022 untuk merujuk jadual waktu peperiksaan bagi mendapatkan maklumat mengenai tarikh, masa, kod dan kertas peperiksaan serta arahan yang perlu dipatuhi semasa peperiksaan berlangsung,"" katanya.",,
gov,6,Aku fikir balik dengan tipikal thinking aku yang tak habis-habis terdengar-dengar nasihat manusia doctor google ni Kalau kau pegi refer Gov macam kau pegi hantar free je untuk Czer.,,
hfcs,6,"Perasan tak mereka bukannya guna gula, tapi hanya guna 'air gula' yang ada HFCS.",,
aca,6,Bahan berkhasiat utama rhizom lengkuas dikenali sebagai ACA atau 'acetoxychavicol asetat'.,,
ed,6,"Antara contoh buku yang dicadangkan adalah: Baby Faces oleh Margaret Miller The Great Big Book of Feelings oleh Mary Hoffman Grumpy Bird oleh Jeremy Tankard Glad Monster, Sad Monster oleh Ed Emberley dan Anne Miranda When Sophie Gets Angry - Really, Really Angry oleh Molly Bang 3. Menjadi Contoh Terbaik Menurut Psych Central, seorang kanak-kanak banyak mencontohi perbuatan orang lain, terutamanya ibu bapa.",,
ٱلن,6,,,
tgok,6,"CHANNEL YOUTUBE ""BAD INFLUENCERS FOR KIDS"" As a mom, bila I pantau anak I tgok channel-channel begini di Kidstube (even in Youtube, Netflix, Tiktok, IG dan media-media online sewaktu dengannya), I dapati some of these kids influencer channels ajar budak-budak manner yang tak elok.",,
prik,6,"6.Resepi Pes Thai Chili @ Nam Prik Pao Kalau anda masuk ke dapur kedai Tom Yam kan, wajib jumpa pes tom yam yang ada gambar perempuan siam tu.",,
stgh,6,Cara buat Telur sarang macam di kedai Bahan-bahan Telur sebiji 2 stgh sudu besar air putih/paip Garam pink sikit kalau nak.,,
burj,6,"-Lepas tu tuang telur dalam minyak yang panas, tarik mangkuk tu tinggi-tinggi setinggi Burj tower supaya telur tu jatuh dengan tali halus dalam kuali dan menghasilkan letusan gunung berapi lalu merebak ke seluruh minyak.",,
cdm,6,"Mesin ATM/ CDM Bank Islam, Maybank dan Bank Rakyat.",,
copd,6,Antara masalah batuk yang bahaya adalah: 1. Tibi 2. Kanser paru-paru 3. Bronchiectasis 4. COPD (Chronic Obstructive Pulmonary Disease) Sementara yang kurang bahaya dan dapat dirawat dengan baik adalah: 5. Asthma 6. Post Nasal Phlegm akibat Sinusitis yang kronik 7. Reflux Saya berikan ubat gastrik untuk kawal masalah beliau untuk sementara waktu.,,
juli,6,"Cara Cuci Mesin Basuh: Langkah Demi Langkah Menurut Puan Juli, selama ini beliau menggunakan fungsi 'Tub Hygiene' saja untuk cuci mesin basuh.",,
tc,6,"Kalau lint trap penuh dengan lint (ie kotor), kita buat tc pun tak guna sbb kekotoran yg keluar semasa kita buat tc tak di perangkap oleh lint trap kita.",,
bbt,6,"14. Lokasi Kios KWSP Selangor KWSP Gombak Lot 5, Sunway Batu Caves 68100 Batu Caves Selangor KWSP Kajang Ground Floor, Mezzanine, Level 1, 2 & 3 No.1, Jalan Hentian 3 Pusat Hentian Kajang, Jalan Reko 43000 Kajang Selangor KWSP Klang Ground Floor & Level 1 Unit B-G-1, North Tower (Tower B) BBT One The Towers Lebuh Batu Nilam 1 Bandar Bukit Tinggi 41200 Klang Selangor KWSP Kuala Selangor Ground Floor & Level 1 No.1, Jalan Medan Niaga 6 Medan Niaga 45000 Kuala Selangor Selangor KWSP Learning Campus Persiaran KWSP 43000 Kajang Selangor KWSP Petaling Jaya Services Counter PJX-HM Shah Tower Lot A, Ground Level, PJX-HM Shah Tower No.16A, Persiaran Barat 46050 Petaling Jaya Selangor KWSP Puchong No.19 Jalan Bandar Lapan Belas Pusat Bandar Puchong 47160 Puchong Selangor KWSP Rawang No.3S-10-G & 3S-10-1 Rawang One Jalan Pintas Rawang 48000 Rawang Selangor KWSP Shah Alam Ground Floor, Level 1 & 2 Corporate Tower IDCC Shah Alam Jalan Pahat L 15/L 40200 Shah Alam Selangor Third Party Kiosk juga terletak di Pelbagai Bank & Aeon setiap negeri.",,
db,6,"Dengan kekuatan bunyi 129 dB, ia cukup membingitkan untuk menakut-nakutkan monyet.",,
qi,6,"Mengikut fahaman akupuntur, jarum kecil yang dimasukkan di bawah permukaan kulit dapat menyelaraskan kembali aliran tenaga atau qi di dalam badan.",,
kurg,6,Ini hasilnya setelah saya gilap lebih kurg 1/2 jam.,,
ثم,6,"Sabda Nabi Muhammad S.A.W daripada Abdullah bin Mas'ud R.A: إن أحدكم يجمع خلقه في بطن أمه أربعين يوما نطفة، ثم يكون علقة مثل ذلك، ثم يكون مضغة مثل ذلك، ثم يرسل الله إليه الملك، فينفخ فيه الروح ويؤمر بأربع كلمات: بكتب رزقه وعمله وأجله وشقي أو سعيد Maksudnya: ""Seseorang dari kamu ditempatkan penciptanya di dalam perut ibunya selama empat puluh hari, kemudian menjadi 'alaqah selama itu pula (40 hari), kemudian menjadi mudhghah selama itu pula (40 hari); kemudian Allah mengutus seorang malaikat lalu diperintahkan empat kalimat (hal), dan dikatakan kepadanya: Tulislah amal, rezeki dan ajalnya, serta celaka atau bahagianya kemudian ditiupkan ruh kepadanya"".",,
نف,6,,,
agro,6,1. CIMB / CIMB Islamic CIMB Moratorium 2. Maybank / Maybank Islamic Maybank Moratorium 3. Hong Leong Bank / Hong Leong Islamic Hong Leong Bank Moratorium 4. Affin Bank / Affin Islamic Affin Bank Moratorium 5. AmBank /AmBank Moratorium 6. Bank Islam /Bank Islam Moratorium 7. Bank Simpanan Nasional (BSN) / Bank Simpanan Moratorium 8. Agro Bank / Agro Bank Moratorium 9. Bank Muamalat/ Bank Muamalat Moratorium 10. Bank Rakyat / Bank Rakyat Moratorium 11. HSBC Amanah/ HSBC Bank Moratorium 12. Public Bank / Public Bank Moratorium 13. OCBC Al Amin Bank Berhad/ OCBC Bank Moratorium 14.MBSB Bank / MBSB Bank Moratorium 15. RHB Bank / RHB Islamic RHB Bank Moratorium 16. Standard Chartered Saadiq / Standard Chartered Bank Moratorium 17. Alliance Bank/ Alliance Bank Moratorium 18. SME Bank / SME Bank Moratorium Cara untuk membuat permohonan lanjutan moratorium adalah tertakluk kepada agensi perbankan itu sendiri.,,
oa,6,"Baca juga: 7 Doa Mama Papa Boleh Amalkan Untuk Kuatkan Janin Dalam Kandungan, Elak Keguguran Faktor penentu kejayaan dan mudah bersalin normal #1 POWER Power = kekuatan kontraksi rahim yang stabil dan konsisten penting untuk : • Menolak bayi turun dan masuk ke dalam rongga pelvis, vagina dan keluar dari faraj • Membuka serviks sehingga 10cm • Menolak bayi dalam posisi yang betul - occipito-anterior (OA) di mana kepala bayi menyentuh dagunya dan memberikan diameter yang muat untuk melepas rongga vagina & faraj #2 PASSAGE Passage = Laluan i.e rongga pelvis, vagina dan faraj boleh dihalang atau jadi tidak sesuai untuk melahirkan secara normal bila : • Ketinggian ibu < 150cm dengan pelvis yang sempit atau bentuk yang tidak normal, CPD • Tumor yang menghalang bayi untuk masuk ke dalam rongga pelvik seperti cyst atau fibroid #3 PASSENGER Passenger = Penumpang i.e bayi dengan keadaan berikut berisiko tinggi jika bersalin normal : • Posisi bayi tidak dalam posisi OA seperti muka menghadap vagina (face presentation), mendongak (brow presentation) • Kepala bayi besar e.g hydrocephalus • Bayi yang besar 》4kg • CTG atau jantung bayi yang tidak stable / distres *Selamat berjaya mommy semua!",,
oo,6,Tips ini merupakan perkongsian asal Puan Musyahadah Oo yang telah mendapat hampir 20k perkongsian.,,
aleo,6,"CARA PROSES POKOK ALOE VERA, BOLEH CAMPUR DALAM MINUMAN Petang tadi ambil 5 pelepah aleo vera.",,
pbd,6,"Dalam sebuah video berdurasi 1 minit 05 saat ini, Dr Maszlee, Menteri Pendidikan Malaysia telahpun merumuskan 10 Sebab Mengapa Peperiksaan Tahap Satu Dimansuhkan, iaitu: Tiada lagi penilaian seragam untuk lebih fokus kepada kepelbagaian potensi murid Guru boleh memberikan tumpuan penuh kepada tugas mendidik Murid bebas dari tekanan di awal usia persekolahan Guru dapat menyemai nilai-nilai murni dalam diri murid dengan prinsip ""Values are caught and taught"" Dapat membentuk karakter murid dengan kaedah learning-centered Dapat membina dan memperkukuh kemahiran 4M iaitu membaca, menulis, mengira dan menaakul Dapat melaksanakan Pentaksiran Bilik Darjah PBD yang terdiri daripada permainan, projek mudah, main peranan, bercerita dan kuiz Dapat mempertingkatkan bakat, minat, kemahiran dan sahsiah murid Guru diberi ruang untuk merancang aktiviti PBD Objektif pembelajaran berdasarkan standard yang ditentukan oleh guru mengikut keadaan dan keperluan murid Pelbagai Reaksi Diterima Pengumuman itu mendapat maklum balas positif daripada ibu bapa yang bersetuju bahawa pemansuhan peperiksaan itu secara tidak langsung mengubah struktur pendidikan menjadi lebih baik kerana tidak membebankan pelajar.",,
gmbr,6,"Letak atas tudung periuk, sejukkan dalam freezer sampai macam dalam gmbr.",,
mqa,6,15. Transkrip diploma.16. Surat pengiktirafan kelayakan MQA.,,
dcr,6,"Bersempena dengan pelancaran ""Jam Tangan Pengembara Masa"" atau ""TimeTraveller Watch"" pertama di Malaysia yang dilengkapi dengan fungsi Touch 'n Go untuk tujuan reload segera dan pembayaran, 11street (www.11street.my) mengumumkan kolaborasi terkini dengan DCR Marketing, penyedia berkualiti bagi menghasilkan aksesori fesyen inovatif ini di pusat beli-belah elektronik terbaik Malaysia.",,
yoon,6,"Yoon Ho Choi, Naib Presiden, Perkhidmatan XR, LG UPlus Corp berkata, ""Banyak negara telah mengkomersialkan rangkaian 5G, dan mempertingkat peluang dalam memperluas ekosistem 5G.",,
upu,6,3. SELANGOR - UPU CHENDERA Mengisahkan seorang pemimpin wanita berbangsa Bugis pertama Selangor yang beragama Upu Chendera Burung yang juga dikenali sebagai Raja Siti.,,
kix,6,"Update: Pelanggan NJOI juga boleh menikmati saluran KIX dan Nat Geo Wild secara komplimentari sehingga 31 Mac 2020. *Tertakluk pada terma dan syarat Untuk maklumat lanjut, rujuk portal rasmi astro di www.astro.com.my.",,
از,6,,,
beqa,6,"1. Chicken grill wrap Wholegrain wrap brand mission Ayam grill (perap dgn garam kunyit ) Vegetables Tak perlu apa-apa sos Gulung then boleh makan Letak cheese pon sedap Cheese boleh guna Beqa cheese super slim, sekali sekala boleh bukan hari-hari ye 2. Roti wholemeal tuna chunks Vege Roti bakar dulu Tuna gaul dengan plain yogurt, then boleh sapu dekat roti Siap boleh makan Tak perlu mayonis pun 3. Sup ayam versi clean resepi Didihkan air dlm periuk Tumbuk bawang merah, putih, halia Masukkan bahan tumbuk bersama ayam, carrot & potato Masak sampai empuk Masukkan sup bunjut ( buka bunjut tu), black & white pepper, secubit garam, renehkan smbil ttp periuk Dah masak tabur daun sup & bawang sedia untuk makan 4. Chicken manggo Carikkan isi ayam yang digrill, letak mangga , letak salad, tomato, hirisan cili api, bawang merah, perah asam limau nipis sikit, letak madu.",,
tey,6,"Bahan yang digunakan dipilih oleh Dr Tey - Pakar Perunding Dermatologi dan Pakar Penyelidik dari National Skin Centre, Singapura Selalunya anda tak tahu mana asal usul bahan-bahan yang ada dalam sesuatu produk tu dan tak pasti sejauh mana keberkesanan bahan-bahan tersebut betul tak?",,
الا,6,,,
اص,6,,,
ﻭ,6,,,
cesc,6,"Herzogenaurach, Jerman (26 April) - PUMA melancarkan edisi terbaru but bola sepak dua warna yang dikenali sebagai 'Tricks boots' dengan pemain Sergio Agüero, Marco Reus, Cesc Fàbregas, Marco Verratti, Olivier Giroud dan beberapa pemain lain yang akan bermain dalam minggu Play Loud.",,
rrp,6,,,
ppm,6,Jadi bidan terjun beramai-ramai sambut ppm saya bersalin dekat kelas prasekolah.,,
ppki,6,Rupa-rupanya dia nak daftarkan cucunya ke pendidiksn khas ( ppki ) bila Has tanya kenapa cucu tu kak.,,
tggu,6,Jangan malu dan tggu sehingga bertahun.,,
liow,6,"""Saya faham bahawa taman tema itu akan ditutup kerana mendapat kurang sambutan sepanjang beberapa tahun lalu,"" kata Cik Liow menerusi Malay Mail.",,
cai,6,"Demikian kata Cik Liow Cai Tung, pengerusi jawatankuasa bertanggungjawab ke atas pembangunan pelancongan, wanita, keluarga dan masyarakat.",,
nits,6,Paparan peranti ini menggunakan AMOLED dengan sokongan HDR10 bersama kadar kecerahan pada tahap 800 nits manakala saiz skrin adalah 6.72 inci.,,
sek,6,"Pemulangan dan pengangkatan semula De Facto tidak dibenarkan, tetapi pengangkatan tersebut boleh dibatalkan dengan Perintah Mahkamah mengikut Sek.",,
وك,6,,,
fizi,6,Fizi juga yang gilir-gilir driving kat sana serta jadi partner ketika saya di sana.,,
remy,6,"9. Yee Lee - Rasa Bersama, Raya Bermakna Bukan senang nak tengok Remy Ishak & Farah Nabilah menyanyi dan berjoget kan?",,
rsp,6,"FR100CA @ RM 988 (RSP : RM 1,299) - bundle with 16GB Micro SD Card FR100L @ RM 1,688 (RSP : RM 1,799) - bundle with 16GB Micro SD Card FR200 @ RM 1,288 (RSP : RM 2,399) - bundle with 16GB Micro SD Card + Waterproof Dry Bag TR Mini @ RM 1,888 (RSP : RM 2,199) - bundle with 16GB Micro SD Card TR80 RSP @ RM 4,099 & Promo Price : RM 3,199 - bundle with 16GB Micro SD Card + TR80 Limited Edition Luggage Tag G'z Eye @ RM 1,968 (RSP : RM 1,969) - bundle with 16GB Micro SD Card + Carabiner Strap with Stand (worth RM 199) Beli di sini>>> LAZADA.",,
erni,6,(Kredit: Puan Wan Erni Suria) Bahagia kan?,,
tsen,6,"Dibintangi oleh Hazama, Nabila Razali, Nazrief Nazri, Nazeera Sardi, Adeline Tsen Semua filem ini akan tersedia ada bermula pada Hari Raya Pertama di tonton CINEMA dan YouTube TV3 secara percuma!",,
cta,6,3. Tugas JPJ adalah memastikan child carseat yang masuk lulus piawai keselamatan dengan keluarkan kelulusan CTA.,,
aera,6,Mungkin ramai yang belum tahu Chin Hin Group sebenarnya dah ditubuhkan sejak tahun 1974. Mereka antara syarikat tempatan yang telah berjaya disenaraikan di dalam Bursa Saham Negara pada tahun 2016. Kalau anda nak tahu projek terbaru adalah AERA AERA JANGKAUAN MASA HADAPAN!,,
sktj,6,"IKUTI KELAS UPKK ATAS KERELAAN SENDIRI Hui Ling berkata, dia mengikuti kelas UPKK atas kerelaannya sendiri memandang abangnya, Por Jie Hao, 14, pernah mengikuti kelas UPKK di SKTJ.",,
mx,6,"mx 5. Ibu Menyusu (Atau Tidak Menyusu) Yang Masih Berpantang Bagi ibu menyusu terutamanya yang masih berpantang atau baru lepas berpantang, minta nasihat daripada doktor untuk pengurusan kesihatan yang baik dan pastikan doktor memberi 'green light' untuk berpuasa.",,
bidh,6,"2. PUASA SUNAT HARI PUTIH (AYYAMUL BIDH) Disunatkan juga untuk beramal dengan puasa hari putih yang dikenali sebagai puasa ayyamul bidh iaitu puasa pada hari ke-13, 14 dan 15 di pertengahan setiap bulan Islam (Hijriyyah).",,
edp,6,2.EAU DE PARFUM EDP ini mempunyai konsentrasi pewangi yang rendah berbanding Parfum tetapi lebih tinggi daripada Eu de Toilette dan Eu de Cologne.,,
mrkh,6,"Perempuan dengan sindrom MRKH ini mempunyai genetik seperti wanita biasa iaitu kromosom (46, XX) dan sepasang ovari yang berfungsi secara normal.",,
jpwp,6,"Bagi sebarang pertanyaan, hubungi JPWP Putrajaya di talian 03-8899 0000. ** Bagi permohonan ke Tahun Satu ambilan 2019 yang telah dibuat pada tahun 2017, permohonan Tuan/Puan perlu disemak kembali, kerana mulai tahun 2018, sekolah di W.P Putrajaya hanya membenarkan penduduk di Putrajaya sahaja untuk memohon.",,
sidr,6,Madu sidr. Jernih dan likat tapi kelikatannya kurang sikit dari manuka.,,
frk,6,Persembahan fesyen oleh Fakulti Rekabentuk dan Kreatif (FRK) memperlihat koleksi fesyen pakaian rekaan hampir 20 pereka fesyen generasi akan dating yang mewakili FRK dan UCLan.,,
agm,6,"Pada tahun 2015, ia telah menganjurkan Makan Malam PMC Fellowship yang diadakan bersama dengan AGM PMC ke-35, program Travel Trade Exchange (TRAVEX) di Kota Kinabalu dan Pameran Kerjaya Pelancongan.",,
mpd,6,"Ketua Pegawai Eksekutif MPD, Rafiq Razali, berkata berdasarkan kepada Google Analytics, TanTanNews merekodkan sebanyak 2.8 juta paparan halaman (page views) dan 1 juta pengguna pada November 2018. ""Kami teruja dan mengalu-alukan TanTanNews ke rangkaian berbahasa Cina kami.",,
yugu,6,"Four Points by Sheraton Seoul, Namsan Seoul Station & Lotte Mart Lawatan Ke Kilang Yugu Perjalanan ke kilang Yugu mengambil masa selama 2jam 30minit, dalam perjalanan, kami sempat singgah di hentian rehat Jeongan Albam, Gongju.",,
coby,6,"Foto Kredit: Coby Persin via Youtube Eksperimen Sosial Oleh Coby Persin Cetuskan Kebimbangan Masyarakat Terhadap Kenaifan Anak Gadis Remaja Kalau anda mempunyai anak gadis remaja yang diberikan akses kepada telefon bimbit, anda patut berasa bimbang setelah menonton video ini.",,
lr,6,Pastu aku pun praktikkan senaman dalam LR yg aku baca.,,
opa,6,"Tapi untuk rasa yang lebih kick and sedap, saya memang selalunya akan add on herbs & spices dalam makanan Opa.",,
joko,6,"Siapa yang tidak mengenali nama figura yang sering disebut-sebut sebagai salah seorang pemimpin berpengaruh di dunia iaitu Presiden Republik Indonesia, Joko Widodo bukan?",,
eida,6,Jadi apa kata kita cuba resepi aiskrim coklat homemade mudah dan jimat yang dikongsikan oleh Puan Eida Ilham ni.,,
ogy,6,Jadi sebab itulah kami nak kongsikan pada ibu-ibu resepi biskut laktasi dari Rozita Ogy yang cukup special dan mudah ni.,,
tako,6,"Siapa yang tak kenal kuih tako, kuih tradisi yang selalu kita jumpa ketika bulan Ramadhan.",,
roux,6,"Kalau nak rebus masak sekali dalam kuah pun boleh, korang tak payah rebus asing dan tak perlu buat roux dah.",,
boko,6,"""Ish, kuih tepung boko ubi kayu ni asyik lalu dekat wall je.",,
dibu,6,dibu mmg teringin anak perempuan sbb tu habis semua rambut arrian & andra ku sengaja panjangkan.,,
elai,5,6) Aurora Heyricca & Dealova Heyrinna (Faezah Elai &Heykal Hanifah) Aurora Heyricca.,,
viii,5,Tarif untuk mengambil atau mengepam air dari mana-mana sungai atau aliran untuk penjanaan tenaga elektrik atau tenaga elektrik seperti yang ditetapkan dalam Bahagian VIII Jadual Keempat Peraturan-Peraturan Bekalan Air 1995 juga akan dinaikkan dari 1 sen per kWh semasa kepada 2.5 sen per kWj elektrik yang dihasilkan.,,
cmtu,5,Eh eh haha takyah sampai cmtu sekali memadai sediakan jejak burung seolah2 ada burung kat rumah kita dgn cara : -letak beberapa kulit telur burung puyuh kat area tingkap atau mana-mana tempat cicak boleh masuk.,,
rhu,5,"Harga: Dari RM187+ Semalaman Alamat: Lot 826 Mukim Sungai Karang Kuantan, 26080 Cherating 5. De Rhu Beach Resort De Rhu Beach Resort adalah sebuah resort yang cukup lengkap, walaupun murah, ianya sempurna dengan pelbagai kemudahan yang menarik seperti gym, taman permainan untuk kanak-kanak dan juga kolam renang.",,
